View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1",City,State,Zip,Capabilities Narrative
422,"Auble, Jolicoeur & Gentry, Inc. ",Valbridge Property Advisors ,KARLENE R PERRY,,324 N Mullan Rd,Spokane,WA,99206-6845,"Auble, Jolicoeur & Gentry, Inc. dba Valbridge Property Advisors is a full service real property consulting, analysis, and appraisal organization which has been serving the Pacific Northwest for over 33 years. The company's headquarters is in Spokane Valley, Washington."
423,"Last U.S. Bag Co., The",,William Macia,,3000 COLUMBIA HOUSE BLVD STE 114,VANCOUVER,WA,98661-2969,"Manufacturing and production of textile bags and accessories for military, fire/rescue, tactical law, retail, medical, and industrial applications. Our specialties are custom designed goods with embroidery/silkscreen of brands and logos."
424,"Mobile Electrical Distributors, Inc.",,COLLEEN  HALLETT,PRESIDENT,14050 Lake City Way NE,Seattle,WA,98125-3618,"ELECTRICAL WHOLESALER SPECIALIZING IN HARD TO FIND ITEMS. 62 YEARS IN BUSINESS. KNOWLEDGEABLE, EXPERIENCED STAFF Providing electrical supplies for new construction, maintenance & repair, remodel and resale."
425,"NOEL DESIGN, LLC",,Sandra F Noel,OWNER,9055 SW BAYVIEW DR,VASHON,WA,98070-7020,GRAPHIC DESIGN; ILLUSTRATION; PROJECT MANAGEMENT; MARINE BIOLOGY EXPERIENCE (FISHERIES); INTERPRETIVE WRITING; INTERPRETIVE SIGN DESIGN WORK.
426,"Hartje, Cori",Hartje & Associates,Cori Hartje,,20633 NE 66th Place,Redmond,WA,98053-7814,"Focus Areas of this Woman Owned Small Business: Training Creation and Management Written communication Excellent Instructor and Teacher Marketing Plans Consulting in Public Relations Spokesperson Preparation Photography 'Voice Over' production for Training, Videos, Podcasts"
427,"Growth Solutions, Inc. ",,Gail A Thibodeau,,"3324 Hollywood Dr, NE",Olympia,WA,98516-1410,"Brokering, locating and consulting services for industrial equipment, materials and commodities used in construction, manufacturing, information technology and other industries. We also provide consulting services to small businesses."
428,Buffalo Design Inc,Buffalo Design,Chris Carlson,,1520 4TH AVE STE 400,SEATTLE,WA,98101-3610,"Buffalo Design is a diverse team of architects, interior designers, programmers and planners working together to provide creative, appropriate planning and design solutions. For over thirty years we have successfully worked with governments, universities, healthcare providers, corporations and communities to create innovative, functional and flexible facilities. We offer the highest level of professional service, demonstrated through the personal commitment of principals and senior staff members to each commission. Our attitude toward the work we do – putting our clients’ needs first, being committed to their success and creating exceptional environments – sets us apart. Our strong record of returning clients, calling us back to take on new challenges, is an indicator of our success. Buffalo Design maintains a strong record for delivering projects of all sizes on time and within budget."
429,ACCURATE ELECTRIC UNLIMITED INC,,MARIE  DIXON,,600 SE Maritime Avenue Suite 230,Vancouver,WA,98661-8077,"WOSB, Electrical Contractor-Commercial/Industrial/Institutional new construction, remodeling, new and existing services, lighting upgrades, low voltage systems integration, detention security, etc"
430,"PETERSON ELECTRIC, INC",,DAVID  PETERSON,,5622 N MYRTLE ST,SPOKANE,WA,99217-6563,
431,TATIANA DESIGNS INC,,Tatiana Proctor,,27630 236TH COURT SE,MAPLE VALLEY,WA,98038-2040,"Tatiana Designs, Inc. provides strategic consulting technology services, user friendly webdesign and managed services to commercial, not for profit and government organizations. Our Consulting can mobilize the right people, skills and technologies to help organizations improve their performance."
432,LASAI TECHNOLOGIES LLC,,Anil Reddy,,4084 148TH AVENUE NE,REDMOND,WA,98052-5165,
433,"Corbey, Ronelle F",,RONELLE  F. CORBEY,,920 Riverside,Spokane,WA,99201-1010,Federal Court Reporter for five years with Realtime Certification.
434,Pavement Maintenance Of Washington LLC,,Erin Button,,19411 SE Green Valley Rd.,Auburn,WA,98092-1590,"Asphalt Paving, Concrete"
435,TOOLS 4 U INC.,A INDUSTRIAL SUPPLY,RENEE  DODEWARD,,137 E NACHES AVE,SELAH,WA,98942-1411,
436,"Wellens, Tracy",Gnosis Research,Tracy Wellens,,5618 SW Admiral Way,Seattle,WA,98116-3111,"marketing research services, qualitatitve and quantitative research, data analyis, strategy, consulting"
437,"Shanafelt, Brian A",Shanafelt Construction,BRIAN SHANAFELT SHANAFELT,V.P.,104 W Hoffmanville Ave,Roslyn,WA,98941-5803,"all types renovation, remodeling, alteration"
438,Fire Dog Inc,Fire Dog Extinguisher Service,Eileen M Fordonski,owner,22 Henderson Ln,White Salmon,WA,98672-8312,"Owned/SDB/Maintain/service fire extinguishers, hydrotest; hi/low pressure, replace items for first aid kits, blood born path kits, install/ service wet/dry chemical fire suppression systems"
439,"Next Phase Inc, The","Next Phase, The",VICTORIA G HUNSICKER SANKO,,16505 NE 50th Way,Redmond,WA,98052-7019,"The Next Phase's MedIntelliBase(R) cloud and mobile intelligence curation and communication services and SaaS software satisfy the highly specialized information collection and reporting needs of medical life sciences executives and their institutions. Highly customized and precisely targeted intelligence on areas of clinical or medical technology interest are pushed (email), streamed (feeds) and accessed (mobile apps) as uniquely required by each customer. MedIntelliBase powers multiple Business Intelligence (BI), Market Intelligence (MI) and Competitive Intelligence (CI) platform services creating fresh scalable intelligence delivery and content management solutions that quickly compile, index, publish and archive fully searchable intelligence research."
440,"ASSOCIATED UNDERWATER SERVICES, INC.",,Samantha Cumpton,President,3901 E Ferry,Spokane,WA,99202-4645,"Professional commercial diving services and topside support for underwater construction,repair & inspection nationwide on inland and coastal water-related structures. Includes remotely operated vehicle, sonar, surface supplied air and mixed gas diving."
441,LKE Corp. ,L K E ,Lorraine  Kim Erion,PRESIDENT,1002 Ryan Tavelli Rd Skamania Co,Washougal,WA,98671-7552,"WOSB, DBE, WBE,EDWOSB. General Contractor 20 yrs.Our passion wetland,stream habitat,remediation, planting,erosion control,dewater,trail,levee, dam/dike,culvert,riprap ,gabion,recreation,landscape,soil prep,mow,dredge,design-build,marine,diving, mechanical"
442,Scaleability LLC,,Merrill B Rudd,,4425 Letitia Ave S,Seattle,WA,98118-1348,"As a quantitative fisheries scientist, I develop best practices to assess and manage fish populations using a combination of simulation testing and fitting statistical models to fishery and survey data."
443,OASIS LAWN CARE INC,,GINA  Seaver,,606 CEDAR ST,COULEE DAM,WA,99116-1208,Landscape maintenance and installation
444,"A-Automotive, Inc.",A Automotive Tire Pros,Sharon Anderson,,361 W 5th Ave,Colville,WA,99114-2109,"Family owned & operated with 3 generations working in the company. Servicing NE Washington since 1986. We are the largest independent Automotive Repair and Tire Sales in the area. Closed-Loop recycling waste minimization & diversion strategies. Diesel & Gas Engine repair. Foreign & Domestic. Cars, Truck and Light Commercial Trucks."
445,Buttonsmith Inc,,Darcy G Burner,,31722 Eugene St Unit 9,Carnation,WA,98014-0000,"Buttonsmith is a small manufacturer of 'Made in USA' badge reels, buttons, lanyards, dog collars, dog leashes, and associated products. Our flagship products are the Tinker Reel, a magnetic badge reel supporting interchangeable tops, and dye-sublimated lanyards and dog products."
446,Green Water Energy LLC,,Erin Clemens,,1397 Port Drive Clarkston,Clarkston,WA,99403-1806,"Prime Contractor with ability to self-perform numerous trades including mechanical, electrical, plumbing, and metals fabrication. • Metal fabrication of architectural components, including custom doors, hand rails & stairs. • Energy Retrofits & Renewables - LED Lighting, HVAC, Photovoltaics, EMCSs. • Mechanical prefabrication of piping, sheet metal, etc. • Design-Build, Design-Bid-Build and Design-Bid-Build with Construction Management"
447,"A to Z Composites, Inc. ",,CHARLES COFFEY,,2321 E Bakerview Rd Ste E,Bellingham,WA,98226-7147,
448,"GANOSON, INC",HOODZ OF THE GREATER SOUTH SOUND,Lynda A Gardner,,7414 86TH AVE NW,GIG HARBOR,WA,98335-6289,"Hoodz offers complete kitchen hood and exhaust cleaning services. Including: roof-top grease containment systems, fan and duct access panels, fan hinge kits installation and maintenance. Kitchen equipment cleaning and pressure washing of hard services."
449,SEATTLE GUMMY COMPANY,,Feng (Connie) Wan,,4209 257TH PLACE SE,ISSAQUAH,WA,98029-5746,Research and development of nutraceutical and nutritional formulations
450,Vertical Options LLC,Vertical Options Elevator Services,Keely M Friesen,,732 N Napa St,Spokane,WA,99202-2867,"We install, maintain, service, modernize, repair all types of elevator equipment, wheelchair lifts, escalators, dumbwaiters and lifts. We have completed several elevator installations, modernizations and repairs."
451,"Crystal Soda Blast, LLC",,Kerry Cordes,,12218 51st Place S,Tukwila,WA,98178-3432,"We are a mobile abrasive blasting company that matches the right blasting media for the right job. We remove the unwanted surface dirt, soot, rust, mold, lead, PCB, or paint without harming surface material using green media such as dry ice & baking soda. We also stain, seal and polish concrete."
452,Compass NW Services Inc,,Elizabeth S Vogt,,3904 S Cuba St,Spokane,WA,99223-6074,"Real Estate agent and broker, construction and engineering management, engineered fabrications, scheduling, estimating, conceptual design, value engineering, partnering facilitator"
453,"Apogee Logistics, LLC",,SALINA SAVAGE,,1440 Battelle Blvd. Richland,Richland,WA,99354-0000,
454,"Morgan, A C",MORGAN & SON EXCAVATION,Laurie Morgan,,19 Harris Rd,Okanogan,WA,98840-8219,"We provide grey water pumping, septic tank and septic system installation, maintenance, repair, modification, and replacement, portable toilet rental and service, and excavation and site preparation."
455,"GREENBUSCH GROUP, INC, THE",,Julie Wiebusch,PRESIDENT,1900 W NICKERSON ST STE 201,SEATTLE,WA,98119-1650,"ACOUSTICAL CONSULTING, MECHANICAL ENGINEERING, Audio/Video System Design, Vertical Transportation Design, Commissioning"
456,ANR Group Inc,,ANGIE Copenhaver,,295 Bradley Blvd Ste 103,Richland,WA,99352-4486,"ANR Group Inc provides technical, professional and administrative support personnel for international and domestic projects."
457,"Arc Professional Services, LLC",,Jodi Christiansen,,245 TORBETT ST STE B,RICHLAND,WA,99354-2667,"ARC provides architect-engineering, construction, environmental, industrial hygiene, radiation protection, and safety-related services. ARC has the capability and capacity to manage turn-key design-build projects improvements as well as provide support to your team anywhere in the US and outlying areas."
458,"Wabinga, Lisa",,Lisa Wabinga,,22907 130th Pl SE,Kent,WA,98031-3729,"Company is led by Human Resource Manager who is well versed in all matters of federal personnel administration and conditions of employment to include terminations, discipline, reasonable accommodation, leave administration, employee performance, OWCP, benefits, promotions, harassment and retaliation. Our expert knowledge of employee relations enables our company to quickly derive the basis for employee related issues and assist employees in the informal and formal EEO Discrimination Complaint Process. Our EEO Counselors are retired federal and military service members who have worked across the globe and who have past experience working in agencies to include the Department of Defense, Department of Justice, Social Security, and FEMA."
459,Huayruro LLC,,Jabali Stewart,,518 NE 88th St,Seattle,WA,98115-2937,"Huayruro is a team of individuals capable of dealing with the human factor in any business, school, or home. We utilize a variety of social technologies to enable healthier relationships, bond teams, develop leaders, and heal damaged culture."
460,"CITE - COLUMBIA INDUSTRIAL TRAINING AND EDUCATION, L.L.C.",,Greg Hoole,,2918 SW 11TH ST,BATTLE GROUND,WA,98604-3078,"We provide Training and/or Certification in:Forklift, Rough Terrain Forklift,Aerial Manlift, Boomlift, Aerial Work Platform, Scissor Lift, OSHA 10,First Aid,CPR, AED Training,Fall Protection, and Forklift & Aerial Lift Train The Trainer"
461,"Straka Trucking, Inc.",For Hire Trucking,Sarah Navarre,,111 Camp Creek Rd,Montesano,WA,98563-9301,Our business is involved in transportation. Dumptruck is for roadbuilding and construction. The log truck is a 5th whell truck. We currently use it for log hauling but can be used for a variety of freight.
462,"Extreme Coatings, Inc. ",E C I Services ,Stacie M Olson,President,306 S 2nd Ave,Pasco,WA,99301-5662,"General contracting & subcontractor for industrial projects including dams, bridges treatment and processing facil. tanks, pipelines, structures. Coatings, carpentry, steel, concrete, demolition, electrical, mechanical, lead abatement, asbestos abatement,"
463,"Thermatech Northwest, Inc.",,SANDRA  GUILEY,,10312 Sales Rd S,Lakewood,WA,98499-8755,"Asbestos, Lead & Mold Remediation Interior & Building Demolition"
464,FRYER-KNOWLES INC,,MJ Falcone,Business Development,205 S DAWSON ST,SEATTLE,WA,98108-2244,
465,Nyeco Inc,,David Nye,,1370 Laforest Dr SE,North Bend,WA,98045-9398,
466,Olympic Commercial Cleaning LLC,,Clementine  Brewer,,17538 12th Ave NE #B307,Shoreline,WA,98155-3776,"At Olympic Commercial Cleaning we provide more than just janitorial services. We solve one of the most frustrating and time-consuming tasks for our clients so they can focus on creating and running businesses and organizations that feed their passions. We are skilled and trained in all aspects of janitorial servicing, so our focus is providing consistently superior work to our clients. Whether it’s a modest office a large building or a residential complex with multi-units, our janitorial services are tailored to be cost-effective and beneficial for the client and to the space. Our services include but are not limited to Deep Cleanings for Post Construction or Remodeling Projects, Business Launches and Recurring Janitorial Services."
467,"Walla Walla Environmental, Inc.",,Cassie Rothstrom,,4 W Rees Ave,Walla Walla,WA,99362-1155,Waste Water Treatment Equipment Waste Water Chemistry
468,LINDMARK MACHINE WORKS INC,,BUD HAGSTROM,Office Manager,49 S SPOKANE ST,SEATTLE,WA,98134-2218,
469,"FOWLER, LLC",,Terry L MARSHALL,Member,35 S Louisiana Street Suite A130,Kennewick,WA,99336-8631,"Professionals in project management, construction management, programs and engineering services."
470,Architectural History & Archaeology! LLC ,AHA! ,Ann Sharley,,109 S HOLIDAY RD,SPOKANE VALLEY,WA,99016-5095,"AHA! can assist clients with cultural resource surveys, archaeology, historical buildings and structures, Section 106 and SEPA compliance, National Register evaluations, and HABS/HAER/HALS/Level II documentation."
471,HWA GEOSCIENCES INC.,,Kristina Purrier,,21312 30TH DR SE STE 110,BOTHELL,WA,98021-7010,"Founded in 1978 HWA provides geotechnical & pavement engineering, hydrogeological, geoenvironmental, construction inspection & materials testing. Located in Bothell our office includes a materials testing lab with AASHTO R18 & A2LA Accreditations"
472,"Geospatial Innovations, Inc.",,LISA M LIVINGOOD,,23403 E Mission Ave Ste 225,Liberty Lake,WA,99019-7554,"Software application for utility and military industries for collecting and managing asset data in the field with a mobile computer and GPS. Solution used for designing electric lines, inventory of utility lines, landing zone surveys."
473,Carbon Consultants LLC,Zepher,Adam Stolz,,310 S Larch St,Bingen,WA,98605-8908,"Within turnkey autonomous system development and manufacturing, Zepher has the capabilities and agility to develop, manufacture, integrate, test and deliver complex systems. Zepher is a systems integrator specializing in development and prototyping through full-rate production, program management, assembly and design for manufacturing and engineering solutions. Through a comprehensive manufacturing approach and an AS9100 certified quality system, Zepher’s partnered product development and manufacturing approach is designed to provide affordable, flexible solutions scalable to production and customer requirements. Zepher develops and supplements design packages with quality plans, regulatory compliance and build instructions to ensure consistent and accurate product delivery. Structured operations and a history of transitioning products from concept through LRIP provides support at a critical stage, offering a faster, cleaner and more sustainable evolution to full rate production."
474,MARINA PEIRANO LLC,Peirano Consulting,Marina F Peirano,,109 John St Apt 208,Seattle,WA,98109-4919,Digital creative firm that helps clients create and launch new products and services.
475,"MATTISON MARTINOLI, INC. ",,WILLIAM  MARTINOLI II,,12530 227 Ave SE,Monroe,WA,98272-8711,"Mattison Martinoli has been in business for 20 years and specializes in the installation of FRP,P-Lam, Stainless steel, Commercial Prefinished Wall Panels, Wainscot and Custom Paneling. They offer competitive pricing on their high quality, on-time and on-budget work."
476,"INFORMATION DESIGN, INC.",,Katherine L Cosner,President,141 NW CARTER FARMS CT,BREMERTON,WA,98310-2034,"We provide technical services to organizations required to comply with the DOD or DOE requirements for management of crane programs. Those services include engineering, inspection, load testing, and data management."
477,KIDD BIOLOGICAL INC,,Nina Kidd,,2911 MERIDIAN CT,ANACORTES,WA,98221-4808,"Endangered species surveys, wildlife research"
478,TRIANGLE ASSOCIATES INC,,Betsy Daniels,,811 1ST AVE STE 255,SEATTLE,WA,98104-1434,"Triangle Associates is a consulting firm of professionals committed to helping people understand and resolve public policy issues and environmental conflicts, as well as provide resource conservation education. Triangle provides an array of public involvement, facilitation, planning, mediation, and education services to public agencies, businesses, schools and communities.  Since 1979, Triangle Associates has designed and conducted comprehensive public involvement programs for agencies; carried out training sessions for engineers and environmental professionals on communicating environmental issues to public audiences; and convened numerous advisory committees and multi-agency working groups.  Triangle also provides curriculum development, theatrical assemblies, teacher and community group training, classroom presentations and materials, and offers education support on a variety of crucial environmental issues.  Triangle is a woman-owned small business enterprise."
479,"ALPHA AND OMEGA ELECTRIC, L.L.C.",,Jennifer Turner,,9531 31st Ave SE,EVERETT,WA,98208-3652,"Electrical contracting, Gound up electrical installations, Tennant improvement, Building Rennovation and updating, Energy upgrades. Partnering. Service wok. Washington state based work. Ultra small to mid size projects. Design build assistance and consulting."
480,Togioka Construction LLC,,Peggy Togioka,,7605 67th Ave NW,Gig Harbor,WA,98329-6604,"Professional services for Government Contractors to include scheduling services (Primavera/Oracle, P6, Microsoft Project), contract administrator services and Federal Payroll services"
481,Professional Pride Inc ,,CHRISTINE  Ramirez,President,321 4th St SE,Puyallup,WA,98372-3234,"training,consulting - emergency communications,crisis intervention,law enforcement"
482,MUNDIAL GROUP INC.,,DONACIANA  RUDD,,81 BAIRN DR,SILVERLAKE,WA,98645-9820,"Mundial Group offers Precommissioning, Commissioning, Start-up, Calibration, Maintenance. Instrumentation and Controls.QA/QC for industrial manufacturing facilites."
483,INDIGO AEROSPACE LLC,,Richard Lewis,,6420 329th Ave NE,Carnation,WA,98014-6409,"Administrative, logistics and engineering consulting in the aerospace and nuclear industries concentrating on DoD, DoE and Intelligence Community solutions. A female, service-disabled veteran owned small business."
484,"KK & M Enterprises, Inc. ",SCREENAMERICA ,EILEEN  GUTZ,,22908 NE 354th St,Yacolt,WA,98675-4214,"One of the founding distributors(40+years)of the self-testing monitors/ kiosks for BP, HR, Weight, BMI, pulse ox. PHR, data driven option. Class 11 Medical monitors for Corporate Wellness, Clinical Settings and other entities."
485,HALCYON NORTHWEST LLC,,Katherine Boyd,,2761 NE 95TH ST,SEATTLE,WA,98115-2429,"Established in 2014, Halcyon Northwest works with mission-driven organizations. We help our partners evaluate their programs, resolve ongoing performance issues, communicate their successes, and plan for the future. With our help, leaders can manage their work, motivate their employees and stakeholders and—most importantly—confidently pursue the changes that they want to see in the world. • Project management: traditional and Agile • Writing and communication • Strategic planning • Data system development and business analysis • Meeting facilitation • Mediation and conflict resolution • Performance metrics and reporting • Data analysis and presentation • Qualitative research"
486,"Electronic Real Estate Services, L.L.C.",,Richard M Burris,PRESIDENT,17914 32nd Ave E,Tacoma,WA,98446-1268,"Specializing in Real Estate Owned properties. Services include property inspections, servicing, BPO's, listings, marketing, sales, management and appraisals."
487,KAL Rehab LLC,,Kittie Lafazia,,604 Industry Drive,Tukwila,WA,98188-0000,"Repairs,servicing,evaluations and training for Veterans in all aspects of wheeled mobility (wheelchairs/scooters) Our company President is a Vietnam era veteran. Our staff includes a licensed OT/ATP and a CRT specialist. We also provide a full range of clinical and technology-related services for Veteran home safety and accessibility."
488,"JACKSON SMITH CONSTRUCTION, LLC",JACKSON SMITH CONSTRUCTION,Jeffery  L Smith,,218 E 7TH ST,PORT ANGELES,WA,98362-6115,"Physical Security Specialist. Design/Install Blast walls, doors, windows, Secure Fit out."
489,Funatomy LLC,,Jamiely Igram,,20028 E Mission Ave Ste B,Liberty Lake,WA,99016-9496,"Funatomy offers a variety of exciting games and activities that make your waiting room or classroom a fun place, where kids can enjoy a positive learning experience. Our products are great gifts for any child, and help reinforce good dental hygiene habits starting in the early years."
490,"Keppeler, Kris",KK ARIA ENTERPRISES,KRIS K KEPPELER,,5840 PRINCETON AVENUE NE,SEATTLE,WA,98105-2134,"Writer, narrator, voice actor, and award-winning podcast producer. A specialist in bringing your business content to life with words, sound, and images. I narrate and produce audiobooks for upload to Audible, create, and produce podcasts, turn 'dry as dust' blog topics into insightful articles with fun visuals or combine all of the above to produce a short commercial for your business."
491,OMEGA LABS INC.,,Mary Oemig,,10916 101ST PL NE,KIRKLAND,WA,98033-4418,We provide a platform and marketplace for self-grading digital learning Boom Cards. We are a sole source provider for these educational supplements for K-12.
492,"DANFORTH, JEFF",DANFORTH SIGNS & CARVING,JEFF DANFORTH,,12700 SE Angus St,VANCOUVER,WA,98683-3810,"Custom Woodworking - especially display and trail signs, cabinets, molding, plaques, tables Engineering project management CAD services"
493,"Capitol Pacific Reporting, Inc.",,SANDRA  Nelson,,2401 Bristol CT SW 103,Olympia,WA,98502-6003,"Since 1975 Capitol Pacific Reporting has been providing dependable court reporting services to the Western Washington legal community. With 22 Certified Court Reporters, we are able to meet all your court reporting needs."
494,LUND OPSAHL LLC,,MARJORIE  A LUND,,"1201 First Ave South, Ste 310",Seattle,WA,98134-1234,"Lund Opsahl LLC is a woman-owned structural engineering firm. We provide design for all types of structures, renovations, and seismic studies. At Lund Opsahl LLC our primary expertise includes commercial buildings, higher education, civic buildings, industrial facilities, historic renovations, and healthcare. We share a vision of providing clients with a high level of technical excellence and personal service. We provide balanced innovative structural design with practical engineering, giving our clients constructible, cost effective solutions that resolve any challenges while meeting their needs. For more information please visit us at http://www.lundopsahl.com."
495,"Bravo Promotional Products, Inc.",Bravo,Paul  Zuckerman,,520 1st Ave S,Seattle,WA,98104-2804,Bravo! is a promotional agency specializing in promotional products and promotional services.
496,"Del Sol, Inc",,Priscilla Martinez,President/Vice President,611 W COLUMBIA ST STE 8,PASCO,WA,99301-6807,"Janitorial & Cleaning Svcs., Grounds Maintenance, Landscaping, Facility/Bldg. Maintenance, Shelf Stocking, Carpet & Window Cleaning, Floor Maint., Irrigation Systems, Mess Attendant Svcs."
497,SAYO ART LLC ,,Nicolle R Fuller,,16222 NE 26TH ST,BELLEVUE,WA,98008-2206,"Sayo-Art creates bold, dynamic art (illustrations, design and animation) to visually communicate complex concepts, ranging from physics to biology, and transportation to geology. Experience working with several government agencies to communicate their mission to the public for press releases, websites, publications (pamphlets, annual reports), press events, and legislative presentations."
498,"Hood Canal Asbestos Surveys, LLC",,Deborah Gray,,51 NE Timber Ln,Tahuya,WA,98588-0000,"Hood Canal Asbestos Surveys is a small family owned business that provides quick, professional, and affordable asbestos testing in your residence or commercial property before you remodel or demo."
499,Systems Consulting LLC ,,Everette W Adams,Principal,1145 BROADWAY STE 605,TACOMA,WA,98402-3527,"Professional services, Life cycle costing, Overhead analysis, Project cost analysis,Quality Assurance and Control,Scheduling,Document Controls, Value Engineering, cost estimating, transportation, mass transit, rail, tunneling, waste water,transfer stations, landfill"
500,"Pacific Office Solutions, LLC",,Julie Valdez,Owner,3403 S 8TH AVE,YAKIMA,WA,98903-9513,"Pacific Office Solutions distributes office, technology,safety, laboratory supplies, industrial supplies and electronic components to businesses, the federal government and government prime contractors"
501,Jjeekk Environmental,,Kim Erion,,1002 Ryan Tavelli Rd,Washougal,WA,98671-7552,"Heavy construction contractors specializing in excavation wetlands, remediation work, instream wildlife habitat, erosion control, rip rap, trucking, woody debris, marine, planting, herbicide application, site prep, soil prep, roads, culvert, box culvert, stream simulation, excellent SAFETY record with over 30 years prior experience"
502,Ridolfi Inc,,Callie A. Ridolfi,PRESIDENT,500 Union Ste 1010,Seattle,WA,98101-4066,"ENV'L ENGINEERING., MINING, NRDA, STUDIES, REPORTS, WASTE MGMT, ENV'L SCIENTIST, CERCLA, PERMITTING, REGULATORY COMPL., LITIGATION SUPPORT, ENV'L DOCUMENTATION, TECHNICAL OVERSIGHT, REMEDIATION & POLLUTION CONTROL STUDIES, RENEWABLE ENERGY, ENERGY AUDIT"
503,Phoenix Trading Inc.,Amercare Products Inc,Julie Siegel,PRESIDENT,17661 128th Pl NE,Woodinville,WA,98072-8783,"PERSONAL CARE PRODUCTS, JANITORIAL SUPPLIES, HOSPTIAL SUPPLIES, CLOTHING & APPAREL, TEXILES, MADE TO ORDER ADMISSION KITS. **CALL TOLL FREE: 800-556-6322**"
504,HOBART MACHINED PRODUCTS INC,,LARRY  Brester,,28819 SE 208TH ST,HOBART,WA,98025-0000,"AS9100-ISO registered, Dept of State registered, United States/Canada Joint Certification"
505,AAA EAZE ABATEMENT LLC,,Roxanne Bradshaw,,1133 E Hemlock St,Kent,WA,98030-6239,"We specialize in cleaning up hazardous materials in residential and commercial projects. First we identify suspect materials, then perform abatement, demolition, and remediation services. We also can provide construction remodeling and restoration."
506,"Apex Facility Resources, Inc. ",APEX ,MARLAINE MCCAULEY,sales & business development,20219 87TH AVE S # H,KENT,WA,98031-1209,"New and used office furniture, interior design, moving services, office furniture cleaning, office furniture installation and reconfiguration, storage, warehousing, and asset management."
507,"Westar Medical Products, Inc.",,Ruth E. Haller,,18930 59TH AVE NE,ARLINGTON,WA,98223-8763,"Manufacture Dental Equipment for general practice, orthodontic, and oral surgery clinics."
508,"ALLTEC CONTROLS, INC",,LORILEE  GILL,President,10623 E MONTGOMERY DR,SPOKANE,WA,99206-4221,"Wholesale distribution and/or install control devices to include limited energy and low voltage controls for hvac, security, access, process, industrial and commercial."
509,AMERICAN ABATEMENT AND DEMO LLC,,Mari Borrero,,18855 SE AUBURN BLACK DIAMOND RD,AUBURN,WA,98092-9109,"At American Abatement and Demo, LLC, we sustain our company on reliability, great communication, integrity, and quality work. We strongly believe in giving our absolute best in all our projects. We are experts in our trade and will always keep you educated on your particular task or project."
510,Emerald City Coatings and Construction Co.,,Emily A Funk,,16816 43rd St CT E,SUMNER,WA,98391-6747,"Emerald City Coatings and Construction Co. is a Seattle area based construction company specializing in timely, efficient, headache-free, and long-lasting installations of traffic coating,caulking, pavement striping and waterproofing membranes within parking garages and elevated decks within multi family housing units in the Pacific Northwest. We specialize in applying products/systems by Pacific Polymers, Pecora and Sonneborn (BASF). We also fabricate and install metal flashings."
511,M&b Interpreter Services,,Bjelava A Rump,,1707 S canyon woods ln,spokane,WA,99224-5149,English-Spanish Federally and State Certified Interpreter
512,BERGSTROM AIRCRAFT INC,,Malin Bergstrom,General Manager,4102 N STEARMAN AVE,PASCO,WA,99301-7110,"refueling service, marshalling, parking, ramp services, cargo on/offload, jet A and 100LL avgas"
513,LANGUAGES TRANSLATION SERVICES,,DANIEL S Sabore,,34726 31ST CT SW,FEDERAL WAY,WA,98023-3000,"We provide: Translation, Interpretation voice-over, type setting /DTP, technical Edition/proofreading, Localization, Film Subtitling, Research Interview in more than 300 languages. We also provide services in agriculture and natural resources."
514,Abidance Inc.,,Carla J Larsen,,235 Wolf Creek Rd,Winthrop,WA,98862-9768,Excavation & Aquatic
515,"Emerald City Medical Staffing, Inc.",,JENNIFER  MINKS,,6240 Tacoma Mall Blvd Ste 315,TACOMA,WA,98409-6819,"Emerald City Medical Staffing provides temporary healthcare professionals. These would include, Registered Nurses, Licensed Practical Nurses, Certified Nursing Assistants and Allied Health Professionals."
516,"Northup, Karen S",,Karen S Northup,,21415 Se 37th St,Sammamish,WA,98075-9281,"My work specializes in supervisory and non-supervisory leadership development program design and delivery. I coordinate with the client to tailor the program to their specific needs. I use multiple learning methods; assessment instruments – both self and 360 surveys; individual coaching and goal planning. Other services I offer include meeting design and facilitation and team building workshops with emphasis on style diversity; team member strengths; conflict management and communication skills. I work with executive and management teams to accomplish strategic planning and change management projects. I focus on working with clients to develop engaging, learning cultures using a systems approach. For more information, please call: 206-660-6149."
517,"Haley, Pamela",Rainbow Connection Daycare,Pamela  Haley,,621 W Sprague,Spokane,WA,99201-3810,
518,"SPOKANE HOUSE OF HOSE, INC.",,MARK SWENSON,SALES,5520 E SPRAGUE AVE,SPOKANE,WA,99212-0825,"DISTRIBUTE HYDRAULIC AND INDUSTRIAL HOSE,FITTINGS,ADAPTERS AND VALVES.HOSE CAN BE PURCHASED IN BULK OR MADE INTO CUSTOM ASSEMBLIES TO SPECIFICATIONS.LARGE DIVERSIFIED STOCK AND NORMALLY SHIP SAME DAY.** TOLL FREE PHONE (800)541-6351 ** FAX (800)541-4673"
519,Northwest Laundry Company LLC,Brio Laundry,Colleen J Unema,,810 Alabama St,Bellingham,WA,98225-3831,"Northwest Laundry Company specializes in custom laundry for small entities in the marine, construction, spa, clinics, hospitality, recovery, outdoor small industries. We eliminate odors mildew in marine equipment, wash and dry wetsuits, tents and outdoor gear such as Gortex. Waterproofing jackets and coats. Small run special wash needs is our niche."
